Alert Book for allief@tda on 7/19/23

Alert Book
Sent,Alert ID,Context,Trigger,Current,Options,Status
6/9/23 09:36:45,2280350671,LMT (Day),high is greater than or equal to shared_rp_wsb_BollingerBand()."UpperBand" and shared_rp_wsb_StochRSI()."D" is greater than or equal to 89 and shared_rp_wsb_DMI()."DIr" is greater than or equal to 36 True,False,Reverse crossover: Silent,Active
6/1/23 10:12:41,2274532729,LMT (Day),low is less than or equal to BollingerBands("length" = 21)."LowerBand" and DIPlus("length" = 5) is less than or equal to 10 and shared_rp_wsb_MACD()."Avg" is less than or equal to -5.5 True,False,Reverse crossover: Silent,Active
6/2/23 09:35:44,2275440324,LMT (3 Days),((close is greater than or equal to BollingerBands("length" = 21)."LowerBand") or (open is greater than or equal to BollingerBands("length" = 21)."LowerBand")) and DIPlus("length" = 5) is less than or equal to 10 and shared_rp_wsb_MACD()."Avg" is less than or equal to -5.5 True,False,Reverse crossover: Silent,Active
6/28/23 10:00:20,2292256232,LABU (Day),low is less than or equal to reference BollingerBands("length" = 21)."LowerBand" and DIPlus("length" = 5) is less than or equal to 7.8 and DIMinus("length" = 5) is greater than or equal to 33 and StochRSIrtp()."FullK" is less than or equal to 7 True,False,Reverse crossover: Silent,Active
5/26/23 09:30:06,2271234557,JNUG (Day),"script BollingerBandBottomIsFlattish {
input length = 21;
input tolerance = 0.04;

plot defaultPlot = 
(ABSValue( BollingerBands("length" = length)."LowerBand" - BollingerBands("length" = length)."LowerBand" from 1 bars ago) / BollingerBands("length" = length)."LowerBand" from 1 bars ago) <= tolerance
;
AddLabel(yes,"BB Bottom Is Flattish",color.WHITE);

}
plot defaultPlot = 
DIPlus("length" = 5) is less than or equal to 9 and BollingerPercentB("length" = 21)."PercentB" is less than or equal to 8 and low is less than or equal to BollingerBands("length" = 21)."LowerBand" and BollingerBandBottomIsFlattish("tolerance" = 0.1) is true
; True",False,Reverse crossover: Silent,Active
10/23/22 10:37:25,2118212992,IYT (Day),low is less than or equal to reference BollingerBands("length" = 21)."LowerBand" and DIPlus("length" = 5) is less than or equal to 11 and MACDaf("select" = "THREE_DAYS")."Value" is less than or equal to -3.8 and MACD_Divergences()."BullD" is true True,False,Reverse crossover: Silent,Active
10/23/22 10:53:02,2118213160,IYT (3 Days),low is less than or equal to reference BollingerBands("length" = 21)."LowerBand" and DIPlus("length" = 5) is less than or equal to 11.5 and MACD_Divergences("bar" = 15)."BullD" is true True,False,Reverse crossover: Silent,Active
7/18/23 09:30:10,2304089127,ISRG (Day),"high is greater than or equal to shared_rp_wsb_BollingerBand()."UpperBand" and shared_rp_wsb_DMI()."DIg" is less than or equal to 14 and shared_rp_wsb_StochRSI()."K" is greater than or equal to 80 and shared_rp_wsb_MACD()."Value" is greater than or equal to 4


 True",False,Reverse crossover: Silent,Active
1/13/23 15:28:57,2174922260,ISRG (Day),low is less than or equal to shared_rp_wsb_BollingerBand()."LowerBand" and shared_rp_wsb_DMI()."DIr" is less than or equal to 8.6 and shared_rp_wsb_StochRSI()."K" is less than or equal to 2.3 True,False,Reverse crossover: Silent,Active
9/2/22 15:49:30,2079545289,ISRG (3 Days),"low is less than or equal to shared_rp_wsb_BollingerBand()."LowerBand" and shared_rp_wsb_DMI()."DIr" is less than or equal to 12 and shared_rp_wsb_StochRSI()."D" is less than or equal to 23 and StochRSIaf("aggregation" = "Select", "select" = "WEEK")."D" is less than or equal to 16 and shared_rp_wsb_MACD()."Diff" is less than or equal to -1.8 True",False,Reverse crossover: Silent,Active
7/12/23 10:15:55,2300394500,ISRG (3 Days),"high is greater than or equal to shared_rp_wsb_BollingerBand()."UpperBand" and shared_rp_wsb_DMI()."DIg" is less than or equal to 14 and shared_rp_wsb_StochRSI()."K" is greater than or equal to 55 and shared_rp_wsb_MACD()."Value" is greater than or equal to -1


 False",True,Reverse crossover: Silent,Active
6/29/23 12:11:11,2293469082,ILMN (Day),low is less than or equal to reference BollingerBands("length" = 21)."LowerBand" and StochRSIrtp()."FullD" is less than or equal to 20 and shared_rp_wsb_DMI()."DIr" is less than or equal to 8 True,False,Reverse crossover: Silent,Active
11/2/22 15:14:12,2126230540,ILMN (Day),high is greater than or equal to BollingerBands("length" = 21)."UpperBand" and shared_rp_wsb_MACD()."Value" is greater than or equal to 8 and DIMinus("length" = 5) from 1 bars ago is less than or equal to 12  True,False,Reverse crossover: Silent,Active
11/2/22 15:43:58,2126339379,ILMN (3 Days),high is greater than or equal to BollingerBands("length" = 21)."UpperBand" and DIMinus("length" = 5) is less than or equal to 8.5 and shared_rp_wsb_MACD()."Diff" is greater than or equal to 5.9 True,False,Reverse crossover: Silent,Active
5/18/23 16:20:59,2265854767,HD (Day),low is less than or equal to BollingerBands("length" = 21)."LowerBand" and shared_rp_wsb_StochRSI()."D" is less than or equal to 20 and shared_rp_wsb_MACD()."Diff" is less than or equal to -1.6 True,False,Reverse crossover: Silent,Active
7/3/23 09:05:30,2294785630,HD (Day),high is greater than or equal to BollingerBands("length" = 21)."UpperBand" and DIMinus("length" = 5) is less than or equal to 7.2 and DIPlus("length" = 5) is greater than or equal to 44.5 and DIaf("select" = "THREE_DAYS")."DIg" is less than or equal to 16 True,False,Reverse crossover: Silent,Active
7/5/23 08:56:28,2295430834,HD (3 Days),high is greater than or equal to BollingerBands("length" = 21)."UpperBand" and DIMinus("length" = 5) is less than or equal to 15 and DIPlus("length" = 5) is greater than or equal to 37 and DIaf("select" = "WEEK")."DIg" is less than or equal to 9.7 and StochRSIaf("select" = "WEEK")."D" is greater than or equal to 78 and ( CandleOnMAaf("select" = "WEEK")."BodyOnMA" is true or CandleOnBBaf("select" = "WEEK")."BodyOnBB" is true ) True,N/A,Reverse crossover: Silent,Active
3/16/23 12:07:13,2221694837,GS (Day),low is less than or equal to BollingerBands("length" = 21)."LowerBand" and DIPlus("length" = 5) is less than or equal to 9 and shared_rp_wsb_MACD()."Value" is less than or equal to -7 and shared_rp_wsb_MACD()."Diff" is less than or equal to -1 and DIaf("select" = "WEEK")."DIr" is less than or equal to 13 and DIMinus("length" = 5) is greater than or equal to 29 True,False,Reverse crossover: Silent,Active
6/16/23 09:30:11,2285320215,GS (Day),high is greater than or equal to BollingerBands("length" = 21)."UpperBand" and StochRSIrtp()."FullD" is greater than or equal to 72 and DIMinus("length" = 5) is less than or equal to 9 and shared_rp_wsb_MACD()."Value" is greater than or equal to 3.4 and shared_rp_wsb_MACD()."Avg" is greater than or equal to 1.78 and shared_rp_wsb_MACD()."Diff" is greater than or equal to 0.7  and StochRSIaf("select" = "THREE_DAYS")."D" is greater than or equal to 70 True,False,Reverse crossover: Silent,Active
3/29/23 09:30:15,2231232913,GS (3 Days),low is less than or equal to BollingerBands("length" = 21)."LowerBand" and shared_rp_wsb_MACD()."Value" is less than or equal to -7 and shared_rp_wsb_MACD()."Diff" is less than or equal to -1 and DIaf("select" = "WEEK")."DIr" is less than or equal to 16 and DIMinus("length" = 5) is greater than or equal to 27 and shared_rp_wsb_StochRSI()."K" is less than or equal to 15 True,False,Reverse crossover: Silent,Active
6/28/23 15:21:37,2292774724,GPN (Day),low is less than or equal to BollingerBands("length" = 21)."LowerBand" and shared_rp_wsb_DMI()."DIr" from 1 bars ago is less than or equal to 4 and shared_rp_wsb_StochRSI()."K" is less than or equal to 3 True,False,Reverse crossover: Silent,Active
4/28/22 09:30:02,1980017831,GOOGL (Day),low is less than or equal to BollingerBands("length" = 21)."LowerBand" and DIPlus("length" = 5) is less than or equal to 13 and shared_rp_wsb_StochRSI()."K" is less than or equal to 15 and shared_rp_wsb_MACD()."Diff" is less than or equal to -9 True,False,Reverse crossover: Silent,Active
8/31/21 09:30:05,1793754965,GOOGL (Day),"high is greater than or equal to BollingerBands("length" = 21)."UpperBand" and StochRSIrtp()."FullD" is greater than or equal to 71 and DIMinus("length" = 5) is less than or equal to 14.3 and StochRSI("rsi length" = 65, "k period" = 105, "d period" = 25, "slowing period" = 15)."FullK" is greater than or equal to 80 and shared_rp_wsb_MACD()."Diff" is greater than or equal to 8.4 True",False,Reverse crossover: Silent,Active
12/21/22 09:30:14,2159670391,GH (Day),low is less than or equal to BollingerBands("length" = 21)."LowerBand" and shared_rp_wsb_StochRSI()."D" is less than or equal to 13 and shared_rp_wsb_DMI()."DIr" is less than or equal to 9.5 True,False,Reverse crossover: Silent,Active
5/18/23 09:30:16,2265148581,FDX (Day),"low is less than or equal to reference BollingerBands("length" = 21)."LowerBand" and DIPlus("length" = 5) is less than or equal to 8.6 within 10 bars and (DIaf("aggregation" = "Select", "select" = "THREE_DAYS")."DIr" is less than or equal to 10 or MACDaf("aggregation" = "Select", "select" = "THREE_DAYS")."Diff" is greater than or equal to MACDaf("aggregation" = "Select", "select" = "THREE_DAYS")."Diff" from 1 bars ago) True",False,Reverse crossover: Silent,Active
6/29/23 09:30:11,2293122309,FDX (Day),"high is greater than or equal to reference BollingerBands("length" = 21)."UpperBand" and DIMinus("length" = 5) is less than or equal to 8.6 within 10 bars and (DIaf("aggregation" = "Select", "select" = "THREE_DAYS")."DIg" is less than or equal to 10 or MACDaf("aggregation" = "Select", "select" = "THREE_DAYS")."Diff" is less than or equal to MACDaf("aggregation" = "Select", "select" = "THREE_DAYS")."Diff" from 1 bars ago) True",False,Reverse crossover: Silent,Active
10/12/22 17:59:04,2110315478,FDX (3 Days),low is less than or equal to reference BollingerBands("length" = 21)."LowerBand" and DIPlus("length" = 5) is less than or equal to 7 and DIMinus("length" = 5) is greater than or equal to 42 and shared_rp_wsb_StochRSI()."D" is less than or equal to 5 True,False,Reverse crossover: Silent,Active
3/30/22 09:30:05,1959238569,FB (Day),"DIMinus("length" = 5) is less than or equal to 16 and StochRSI("rsi length" = 13, "k period" = 21, "d period" = 5, "slowing period" = 3)."FullD" is greater than or equal to 75 and StochRSI("rsi length" = 13, "k period" = 21, "d period" = 5, "slowing period" = 3)."FullK" is greater than or equal to 85 and high is greater than or equal to BollingerBands("length" = 21)."UpperBand" and shared_rp_wsb_MACD()."Diff" is greater than or equal to shared_rp_wsb_MACD()."Diff" from 1 bars ago within 2 bars True",N/A,Reverse crossover: Silent,Active
10/16/22 15:49:30,2112792354,FAS (Day),DIPlus("length" = 5) is less than or equal to 13.5 and low is less than or equal to BollingerBands("length" = 21)."LowerBand" and StochRSIDivergenceAF()."BullD" is true True,False,Reverse crossover: Silent,Active
7/18/23 10:00:04,2304189343,FAS (Day),DIMinus("length" = 5) is less than or equal to 13.5 and high is greater than or equal to BollingerBands("length" = 21)."UpperBand" False,True,Reverse crossover: Silent,Active
10/16/22 16:37:17,2112793937,FAS (3 Days),"high is greater than or equal to reference BollingerBands("length" = 21)."UpperBand" and shared_rp_wsb_DMI()."DIg" is less than or equal to 13 and shared_rp_wsb_MACD()."Diff" is less than or equal to shared_rp_wsb_MACD()."Diff" from 1 bars ago and shared_rp_wsb_MACD()."Value" is greater than or equal to 5.1 and MACDaf("aggregation" = "Select", "select" = "WEEK")."Value" is greater than or equal to 6.5 True",False,Reverse crossover: Silent,Active
5/22/22 19:57:47,2001936846,FAS (3 Days),low is less than or equal to reference BollingerBands("length" = 21)."LowerBand" and shared_rp_wsb_DMI()."DIr" is less than or equal to 13 and BollingerBands("length" = 21)."MidLine" is greater than or equal to BollingerBands("length" = 21)."MidLine" from 1 bars ago and shared_rp_wsb_MACD()."Diff" is greater than or equal to shared_rp_wsb_MACD()."Diff" from 1 bars ago within 2 bars True,False,Reverse crossover: Silent,Active
7/14/23 13:38:16,2302637158,EXAS (Day),"DIMinus("length" = 5) is less than or equal to 7.72 and StochRSI("rsi length" = 13, "k period" = 21, "d period" = 5, "slowing period" = 3)."FullK" is greater than or equal to 48.76 and BollingerBandTopIsFlattish() is true and shared_rp_wsb_MACD()."Value" is greater than or equal to 2.26 and high is greater than or equal to BollingerBands("length" = 21)."UpperBand" True",False,Reverse crossover: Silent,Active
6/8/21 07:59:43,1736361009,EXAS (Day),"script BollingerBandBottomIsFlattish {
input length = 21;
input tolerance = 0.04;

plot defaultPlot = 
(ABSValue( BollingerBands("length" = length)."LowerBand" - BollingerBands("length" = length)."LowerBand" from 1 bars ago) / BollingerBands("length" = length)."LowerBand" from 1 bars ago) <= tolerance
;
AddLabel(yes,"BB Bottom Is Flattish",color.WHITE);

}
script shared_rp_wsb_MACD {
declare lower;
def averageType = AverageType.EXPONENTIAL;

plot Value = expAverage(close, 8) - expAverage(close, 21);
     Value.SetDefaultColor(color.dark_red);
     value.setlineWeight(3);
plot Avg = expAverage(Value, 5);
     Avg.SetDefaultColor(color.dark_green);
     avg.setlineWeight(3);
plot Diff = (Value - Avg);
     Diff.SetDefaultColor(GetColor(5));
     Diff.SetPaintingStrategy(PaintingStrategy.HISTOGRAM);
     Diff.SetLineWeight(2);
     Diff.DefineColor("Positive and Up", color.black);
     Diff.DefineColor("Positive and Down", color.white);
     Diff.DefineColor("Negative and Down", color.black);
     Diff.DefineColor("Negative and Up", color.white);
     Diff.AssignValueColor(if Diff >= 0 then if Diff > Diff[1] then Diff.color("Positive and Up") else Diff.color("Positive and Down") else if Diff < Diff[1] then Diff.color("Negative and Down") else Diff.color("Negative and Up"));
plot ZeroLine = 0;
     ZeroLine.SetDefaultColor(color.black);
}
plot defaultPlot = 
DIMinus("length" = 5) is greater than or equal to 31 and StochRSI("rsi length" = 13, "k period" = 21, "d period" = 5, "slowing period" = 3)."FullK" is less than or equal to 21.23 and low is less than or equal to reference BollingerBands("length" = 21)."LowerBand" and shared_rp_wsb_MACD()."Diff" from -1 bars ago is greater than or equal to shared_rp_wsb_MACD()."Diff" within 2 bars and shared_rp_wsb_MACD()."Diff" is less than or equal to -0.9 and BollingerBandBottomIsFlattish("tolerance" = 0.008) is true within 2 bars
; True",False,Reverse crossover: Silent,Active
10/9/22 19:22:04,2107013261,DRN (Day),"low is less than or equal to reference BollingerBands("length" = 21)."LowerBand" and DIPlus("length" = 5) is less than or equal to 8 and StochRSIDivergenceAF()."BullD" is true and DIaf("aggregation" = "Select", "select" = "WEEK")."DIr" is less than or equal to 12 True",False,Reverse crossover: Silent,Active
4/27/23 09:30:14,2250316501,DOCU (Day),low is less than or equal to reference BollingerBands("length" = 21)."LowerBand" and shared_rp_wsb_StochRSI()."D" is less than or equal to 14.5 and shared_rp_wsb_DMI()."DIg" is greater than or equal to 42 True,False,Reverse crossover: Silent,Active
6/20/23 13:00:01,2286913109,DJX (4 hours),StraightLineInformation()."StraightLineInformationUp" is true or StraightLineInformation()."StraightLineInformationDown" is true True,False,Reverse crossover: Silent,Active
6/5/23 09:49:19,2276504121,DJP (Day),low is less than or equal to BollingerBands("length" = 21)."LowerBand" and DIPlus("length" = 5) is less than or equal to 10 and DIaf("select" = "THREE_DAYS")."DIr" is less than or equal to 10 and shared_rp_wsb_StochRSI()."D" is less than or equal to 20 and StochRSIaf("select" = "THREE_DAYS")."D" is less than or equal to 20 True,False,Reverse crossover: Silent,Active
